"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2022","68,934.93","68,507.85","69,007.30","67,769.79","109.82M","0.62%"
"03/31/2022","68,507.85","68,529.72","68,683.29","67,834.93","115.36M","-0.03%"
"03/30/2022","68,529.72","67,911.15","68,529.72","67,691.46","107.68M","0.91%"
"03/29/2022","67,911.15","67,436.21","68,202.89","67,436.21","137.09M","0.70%"
"03/28/2022","67,436.21","67,578.28","67,810.36","67,190.62","114.02M","-0.21%"
"03/25/2022","67,578.28","67,690.25","67,914.69","67,373.93","96.55M","-0.17%"
"03/24/2022","67,690.25","68,235.42","68,797.18","67,612.71","133.90M","-0.80%"
"03/23/2022","68,235.42","69,145.89","69,439.70","68,141.33","133.29M","-1.32%"
"03/22/2022","69,145.89","68,275.27","69,376.66","68,275.27","151.70M","1.28%"
"03/18/2022","68,275.27","67,570.25","68,388.29","67,570.25","","1.04%"
"03/17/2022","67,570.25","66,971.88","67,872.32","66,971.88","344.57M","0.89%"
"03/16/2022","66,971.88","64,292.26","66,971.88","64,288.98","196.83M","4.17%"
"03/15/2022","64,292.26","65,500.56","65,500.56","63,211.67","178.70M","-1.84%"
"03/14/2022","65,500.56","67,331.10","67,331.10","65,058.04","160.65M","-2.72%"
"03/11/2022","67,331.10","67,572.11","68,342.18","67,308.20","154.08M","-0.36%"
"03/10/2022","67,572.11","66,484.69","67,592.10","66,484.69","181.58M","1.64%"
"03/09/2022","66,484.69","66,302.29","67,187.32","66,149.45","178.45M","0.28%"
"03/08/2022","66,302.29","67,143.64","67,208.46","65,945.61","190.02M","-1.25%"
"03/07/2022","67,143.64","68,357.85","68,656.12","67,143.10","224.10M","-1.78%"
"03/04/2022","68,357.85","70,882.48","70,882.48","67,653.27","214.36M","-3.56%"
"03/03/2022","70,882.48","71,057.56","71,816.57","70,812.59","161.50M","-0.25%"
"03/02/2022","71,057.56","70,584.10","71,282.71","70,252.77","190.58M","0.67%"
"03/01/2022","70,584.10","69,624.29","70,774.44","69,462.47","168.04M","1.38%"
"02/28/2022","69,624.29","67,719.42","69,624.29","67,501.64","273.55M","2.81%"
"02/25/2022","67,719.42","67,235.99","67,750.87","66,866.65","114.36M","0.72%"
"02/24/2022","67,235.99","68,369.73","68,369.73","66,802.68","204.06M","-1.66%"
"02/23/2022","68,369.73","69,058.61","69,061.69","68,128.29","104.01M","-1.00%"
"02/22/2022","69,058.61","68,876.90","69,058.61","67,602.35","116.06M","0.26%"
"02/21/2022","68,876.90","69,650.10","70,017.08","68,764.76","77.95M","-1.11%"
"02/18/2022","69,650.10","69,406.88","69,739.02","69,199.71","100.46M","0.35%"
"02/17/2022","69,406.88","69,735.63","70,286.77","69,212.12","113.80M","-0.47%"
"02/16/2022","69,735.63","69,169.36","70,000.35","69,169.36","111.27M","0.82%"
"02/15/2022","69,169.36","69,130.81","69,760.50","69,070.11","142.58M","0.06%"
"02/14/2022","69,130.81","69,681.32","69,881.74","68,853.63","119.81M","-0.79%"
"02/11/2022","69,681.32","69,944.22","69,970.24","68,967.18","101.22M","-0.38%"
"02/10/2022","69,944.22","70,105.79","70,653.58","69,497.68","103.77M","-0.23%"
"02/09/2022","70,105.79","69,526.76","70,551.53","69,444.31","114.55M","0.83%"
"02/08/2022","69,526.76","69,197.64","70,052.33","69,146.60","112.17M","0.48%"
"02/07/2022","69,197.64","68,678.91","69,341.05","68,478.44","85.04M","0.76%"
"02/04/2022","68,678.91","68,461.21","68,976.06","68,224.53","82.83M","0.32%"
"02/03/2022","68,461.21","68,655.58","69,221.79","68,429.20","91.66M","-0.28%"
"02/02/2022","68,655.58","68,374.94","69,156.01","68,368.72","88.24M","0.41%"
"02/01/2022","68,374.94","67,820.89","68,727.20","67,800.17","100.51M","0.82%"
"01/31/2022","67,820.89","67,021.38","68,457.46","67,021.38","139.92M","1.19%"
"01/28/2022","67,021.38","67,070.04","67,668.92","66,429.97","83.26M","-0.07%"
"01/27/2022","67,070.04","67,363.61","67,363.61","65,809.98","94.86M","-0.44%"
"01/26/2022","67,363.61","65,869.53","67,420.50","65,866.54","113.50M","2.27%"
"01/25/2022","65,869.53","65,653.18","66,648.66","65,653.18","109.20M","0.33%"
"01/24/2022","65,653.18","68,186.16","68,187.78","65,653.18","113.38M","-3.71%"
"01/21/2022","68,186.16","69,586.74","69,601.79","67,968.89","82.95M","-2.01%"
"01/20/2022","69,586.74","69,512.97","70,135.24","69,066.77","102.12M","0.11%"
"01/19/2022","69,512.97","68,281.90","69,528.18","68,281.90","92.66M","1.80%"
"01/18/2022","68,281.90","68,889.24","68,891.35","67,914.99","94.74M","-0.88%"
"01/17/2022","68,889.24","68,448.15","68,907.66","68,408.34","77.66M","0.64%"
"01/14/2022","68,448.15","69,187.73","69,206.19","68,231.47","74.47M","-1.07%"
"01/13/2022","69,187.73","69,206.77","69,217.17","68,616.99","92.05M","-0.03%"
"01/12/2022","69,206.77","67,302.20","69,226.33","67,301.03","104.78M","2.83%"
"01/11/2022","67,302.20","67,114.14","67,807.89","67,098.32","98.18M","0.28%"
"01/10/2022","67,114.14","67,251.03","67,712.74","67,114.14","66.35M","-0.20%"
"01/07/2022","67,251.03","67,420.20","67,621.57","67,075.74","52.74M","-0.25%"
"01/06/2022","67,420.20","68,367.16","68,367.16","67,292.83","70.09M","-1.39%"
"01/05/2022","68,367.16","68,398.98","68,415.24","67,842.56","59.32M","-0.05%"
"01/04/2022","68,398.98","67,025.54","68,398.98","66,911.88","62.00M","2.05%"
"01/03/2022","67,025.54","67,052.40","67,612.28","66,974.91","42.55M","-0.04%"
"12/31/2021","67,052.40","67,129.53","67,267.77","66,757.14","22.27M","-0.11%"
"12/30/2021","67,129.53","66,613.94","67,187.77","66,562.98","49.98M","0.77%"
"12/29/2021","66,613.94","65,864.13","66,667.02","65,599.01","41.25M","1.14%"
"12/28/2021","65,864.13","65,023.34","66,012.40","64,988.32","46.44M","1.29%"
"12/24/2021","65,023.34","65,125.68","65,362.91","65,023.34","9.03M","-0.16%"
"12/23/2021","65,125.68","64,803.84","65,513.73","64,801.40","48.77M","0.50%"
"12/22/2021","64,803.84","64,611.70","65,123.15","64,547.96","44.06M","0.30%"
"12/21/2021","64,611.70","63,652.47","64,837.36","63,652.47","62.36M","1.51%"
"12/20/2021","63,652.47","64,680.34","64,680.34","63,030.47","78.19M","-1.59%"
"12/17/2021","64,680.34","65,102.29","65,921.99","64,680.34","294.06M","-0.65%"
"12/15/2021","65,102.29","65,212.46","65,695.75","64,936.06","343.08M","-0.17%"
"12/14/2021","65,212.46","65,177.02","65,447.57","64,817.34","159.64M","0.05%"
"12/13/2021","65,177.02","65,390.32","66,125.91","65,086.75","133.76M","-0.33%"
"12/10/2021","65,390.32","65,779.50","65,957.29","65,318.86","123.82M","-0.59%"
"12/09/2021","65,779.50","65,992.71","66,216.96","65,484.89","114.75M","-0.32%"
"12/08/2021","65,992.71","66,513.46","66,697.50","65,798.05","130.03M","-0.78%"
"12/07/2021","66,513.46","64,598.46","66,537.50","64,598.46","123.34M","2.96%"
"12/06/2021","64,598.46","64,306.68","64,849.08","64,181.64","112.17M","0.45%"
"12/03/2021","64,306.68","64,555.25","65,113.70","64,306.68","113.99M","-0.39%"
"12/02/2021","64,555.25","64,785.66","65,099.58","64,191.77","152.58M","-0.36%"
"12/01/2021","64,785.66","64,063.82","64,849.10","64,057.16","143.23M","1.13%"
"11/30/2021","64,063.82","63,600.61","64,239.65","63,116.42","315.56M","0.73%"
"11/29/2021","63,600.61","62,410.83","63,874.13","62,306.45","134.97M","1.91%"
"11/26/2021","62,410.83","64,062.74","64,064.30","62,278.23","198.96M","-2.58%"
"11/25/2021","64,062.74","64,169.17","64,540.48","63,899.46","76.92M","-0.17%"
"11/24/2021","64,169.17","64,566.39","64,814.82","63,875.60","96.59M","-0.62%"
"11/23/2021","64,566.39","64,384.46","64,621.14","63,971.09","102.20M","0.28%"
"11/22/2021","64,384.46","63,870.65","64,463.05","63,702.59","91.86M","0.80%"
"11/19/2021","63,870.65","64,288.72","64,733.26","63,607.34","100.96M","-0.65%"
"11/18/2021","64,288.72","64,337.17","64,501.62","64,013.58","101.54M","-0.08%"
"11/17/2021","64,337.17","64,281.45","64,828.21","64,175.10","108.30M","0.09%"
"11/16/2021","64,281.45","63,480.76","64,387.52","63,480.76","105.73M","1.26%"
"11/15/2021","63,480.76","63,263.40","63,694.69","63,015.27","76.21M","0.34%"
"11/12/2021","63,263.40","62,381.97","63,310.61","62,372.42","93.74M","1.41%"
"11/11/2021","62,381.97","61,537.83","62,567.25","61,509.73","93.04M","1.37%"
"11/10/2021","61,537.83","61,246.70","61,748.39","60,936.06","100.41M","0.48%"
"11/09/2021","61,246.70","61,317.75","61,556.23","60,991.37","96.25M","-0.12%"
"11/08/2021","61,317.75","61,115.79","61,535.31","60,913.67","113.12M","0.33%"
"11/05/2021","61,115.79","61,409.93","61,976.13","61,043.77","98.05M","-0.48%"
"11/04/2021","61,409.93","61,876.97","62,396.98","61,409.93","95.71M","-0.75%"
"11/03/2021","61,876.97","61,158.14","61,876.97","60,960.11","89.52M","1.18%"
"11/02/2021","61,158.14","60,807.87","61,484.78","60,793.68","141.49M","0.58%"
"10/29/2021","60,807.87","61,093.41","61,327.88","60,698.26","139.74M","-0.47%"
"10/28/2021","61,093.41","60,874.44","61,354.51","60,864.47","94.31M","0.36%"
"10/27/2021","60,874.44","61,024.55","61,032.79","60,506.22","106.22M","-0.25%"
"10/26/2021","61,024.55","60,445.78","61,190.91","60,340.08","110.63M","0.96%"
"10/25/2021","60,445.78","60,524.55","60,927.20","60,381.33","79.20M","-0.13%"
"10/22/2021","60,524.55","59,535.08","60,699.87","59,534.86","70.08M","1.66%"
"10/21/2021","59,535.08","60,347.45","60,385.70","59,423.58","117.57M","-1.35%"
"10/20/2021","60,347.45","60,190.06","60,415.69","59,814.26","84.37M","0.26%"
"10/19/2021","60,190.06","60,220.45","60,683.16","60,099.79","92.04M","-0.05%"
"10/18/2021","60,220.45","60,494.02","60,656.10","60,136.59","93.99M","-0.45%"
"10/15/2021","60,494.02","60,391.05","60,767.68","60,320.90","105.24M","0.17%"
"10/14/2021","60,391.05","59,516.75","60,469.73","59,516.75","115.23M","1.47%"
"10/13/2021","59,516.75","59,501.73","59,516.75","59,023.39","88.50M","0.03%"
"10/12/2021","59,501.73","59,662.98","59,663.88","59,044.77","131.71M","-0.27%"
"10/11/2021","59,662.98","58,839.09","59,948.04","58,839.09","108.13M","1.40%"
"10/08/2021","58,839.09","58,721.80","59,157.89","58,628.91","156.21M","0.20%"
"10/07/2021","58,721.80","57,523.81","58,816.46","57,522.36","142.83M","2.08%"
"10/06/2021","57,523.81","58,097.72","58,185.23","56,980.65","140.52M","-0.99%"
"10/05/2021","58,097.72","57,754.97","58,133.43","57,560.89","135.98M","0.59%"
"10/04/2021","57,754.97","57,265.62","57,946.22","57,035.19","122.07M","0.85%"
"10/01/2021","57,265.62","57,863.40","57,863.40","57,213.62","113.85M","-1.03%"
"09/30/2021","57,863.40","58,022.33","58,341.38","57,863.40","181.91M","-0.27%"
"09/29/2021","58,022.33","57,462.19","58,022.33","57,358.73","147.44M","0.97%"
"09/28/2021","57,462.19","57,784.27","57,933.52","57,240.89","175.29M","-0.56%"
"09/27/2021","57,784.27","57,642.54","58,314.83","57,642.54","176.76M","0.25%"
"09/23/2021","57,642.54","56,938.31","57,693.54","56,933.00","138.36M","1.24%"
"09/22/2021","56,938.31","56,085.63","57,165.08","56,084.17","111.72M","1.52%"
"09/21/2021","56,085.63","55,246.07","56,399.56","55,246.07","116.06M","1.52%"
"09/20/2021","55,246.07","56,605.25","56,605.25","54,680.95","155.81M","-2.40%"
"09/17/2021","56,605.25","57,098.19","57,404.53","56,605.25","356.91M","-0.86%"
"09/16/2021","57,098.19","58,229.94","58,247.00","56,946.88","382.88M","-1.94%"
"09/15/2021","58,229.94","58,115.08","58,308.81","57,631.71","127.06M","0.20%"
"09/14/2021","58,115.08","58,494.78","58,509.17","57,741.61","150.32M","-0.65%"
"09/13/2021","58,494.78","58,175.75","58,695.27","57,943.61","115.93M","0.55%"
"09/10/2021","58,175.75","58,020.55","58,572.58","58,020.55","111.80M","0.27%"
"09/09/2021","58,020.55","59,378.55","59,378.55","57,847.80","132.53M","-2.29%"
"09/08/2021","59,378.55","60,340.77","60,341.45","59,305.22","113.13M","-1.59%"
"09/07/2021","60,340.77","60,035.80","60,536.52","60,035.80","108.77M","0.51%"
"09/06/2021","60,035.80","60,106.72","60,511.09","59,816.93","101.65M","-0.12%"
"09/03/2021","60,106.72","60,357.49","60,703.69","59,928.99","106.06M","-0.42%"
"09/02/2021","60,357.49","60,612.64","60,679.28","60,034.91","133.45M","-0.42%"
"09/01/2021","60,612.64","61,039.26","61,504.81","60,452.98","145.58M","-0.70%"
"08/31/2021","61,039.26","60,750.09","61,283.74","60,747.63","165.09M","0.48%"
"08/30/2021","60,750.09","61,393.15","61,478.75","60,702.64","55.15M","-1.05%"
"08/27/2021","61,393.15","60,854.92","61,426.51","60,806.05","92.00M","0.88%"
"08/26/2021","60,854.92","61,212.12","61,222.01","60,734.28","102.82M","-0.58%"
"08/25/2021","61,212.12","61,180.29","61,262.07","60,922.82","133.18M","0.05%"
"08/24/2021","61,180.29","60,562.05","61,366.09","60,562.05","115.37M","1.02%"
"08/23/2021","60,562.05","59,800.02","60,761.01","59,795.83","96.98M","1.27%"
"08/20/2021","59,800.02","59,854.78","60,511.05","59,483.94","99.51M","-0.09%"
"08/19/2021","59,854.78","61,608.96","61,608.96","59,566.11","165.49M","-2.85%"
"08/18/2021","61,608.96","62,657.34","62,964.50","61,458.95","122.26M","-1.67%"
"08/17/2021","62,657.34","62,607.03","63,304.78","62,355.55","280.96M","0.08%"
"08/16/2021","62,607.03","63,269.04","63,269.04","62,415.21","156.51M","-1.05%"
"08/13/2021","63,269.04","63,276.98","63,579.91","63,074.32","172.00M","-0.01%"
"08/12/2021","63,276.98","63,488.73","63,500.15","62,889.74","132.59M","-0.33%"
"08/11/2021","63,488.73","63,541.21","63,797.42","63,234.13","106.45M","-0.08%"
"08/10/2021","63,541.21","62,509.23","63,676.82","62,282.25","138.08M","1.65%"
"08/06/2021","62,509.23","62,199.85","62,661.68","62,192.01","116.28M","0.50%"
"08/05/2021","62,199.85","62,750.03","62,750.03","62,199.85","151.95M","-0.88%"
"08/04/2021","62,750.03","62,543.44","63,148.08","62,490.29","97.13M","0.33%"
"08/03/2021","62,543.44","62,704.00","62,789.90","62,198.19","103.47M","-0.26%"
"08/02/2021","62,704.00","62,852.28","63,466.35","62,704.00","83.97M","-0.24%"
"07/30/2021","62,852.28","63,394.89","63,394.89","62,394.47","150.09M","-0.86%"
"07/29/2021","63,394.89","62,368.63","63,603.42","62,349.71","97.94M","1.65%"
"07/28/2021","62,368.63","61,208.33","62,368.63","60,725.10","79.92M","1.90%"
"07/27/2021","61,208.33","61,946.37","62,000.68","60,752.38","97.43M","-1.19%"
"07/26/2021","61,946.37","61,932.98","62,235.16","61,409.04","92.31M","0.02%"
"07/23/2021","61,932.98","61,309.13","62,167.21","61,170.56","74.86M","1.02%"
"07/22/2021","61,309.13","60,502.39","61,422.86","60,498.55","95.42M","1.33%"
"07/21/2021","60,502.39","59,668.22","60,659.09","59,459.68","94.84M","1.40%"
"07/20/2021","59,668.22","58,795.32","59,689.47","58,795.32","99.14M","1.48%"
"07/19/2021","58,795.32","60,437.58","60,437.58","58,537.02","94.96M","-2.72%"
"07/16/2021","60,437.58","61,439.11","61,620.25","60,200.16","106.30M","-1.63%"
"07/15/2021","61,439.11","61,753.54","61,863.01","61,183.50","94.16M","-0.51%"
"07/14/2021","61,753.54","60,943.22","62,188.85","60,856.48","117.91M","1.33%"
"07/13/2021","60,943.22","61,080.80","61,386.23","60,671.77","144.63M","-0.23%"
"07/12/2021","61,080.80","60,221.84","61,080.80","59,773.61","101.26M","1.43%"
"07/09/2021","60,221.84","59,106.40","60,260.08","59,094.33","111.26M","1.89%"
"07/08/2021","59,106.40","60,705.57","60,733.27","58,969.46","136.81M","-2.63%"
"07/07/2021","60,705.57","59,756.87","60,862.56","59,664.43","117.89M","1.59%"
"07/06/2021","59,756.87","60,082.20","60,389.13","59,708.22","75.26M","-0.54%"
"07/05/2021","60,082.20","60,292.64","60,321.21","59,646.65","63.23M","-0.35%"
"07/02/2021","60,292.64","60,476.77","60,879.84","60,209.24","70.59M","-0.30%"
"07/01/2021","60,476.77","60,161.76","60,721.09","59,960.70","88.30M","0.52%"
"06/30/2021","60,161.76","60,495.83","60,598.89","60,017.81","139.78M","-0.55%"
"06/29/2021","60,495.83","59,820.66","60,771.48","59,774.67","103.28M","1.13%"
"06/28/2021","59,820.66","60,140.15","60,258.49","59,793.60","101.77M","-0.53%"
"06/25/2021","60,140.15","60,188.42","60,503.39","59,983.65","96.86M","-0.08%"
"06/24/2021","60,188.42","59,764.05","60,273.72","59,507.33","104.59M","0.71%"
"06/23/2021","59,764.05","59,493.46","60,050.13","59,476.35","89.09M","0.45%"
"06/22/2021","59,493.46","59,472.25","59,780.92","59,311.30","104.30M","0.04%"
"06/21/2021","59,472.25","59,503.87","59,662.60","58,850.50","108.04M","-0.05%"
"06/18/2021","59,503.87","60,399.88","60,448.62","59,503.87","256.45M","-1.48%"
"06/17/2021","60,399.88","61,061.79","61,077.62","60,296.31","434.01M","-1.08%"
"06/15/2021","61,061.79","61,653.75","61,738.49","60,847.34","129.53M","-0.96%"
"06/14/2021","61,653.75","61,444.66","61,948.08","61,369.68","76.85M","0.34%"
"06/11/2021","61,444.66","61,291.03","61,656.45","61,173.67","68.92M","0.25%"
"06/10/2021","61,291.03","61,433.18","61,812.85","61,230.38","84.82M","-0.23%"
"06/09/2021","61,433.18","61,452.39","61,514.82","61,107.98","114.87M","-0.03%"
"06/08/2021","61,452.39","61,387.75","61,727.20","61,227.24","97.40M","0.11%"
"06/07/2021","61,387.75","61,616.80","61,630.09","60,976.51","79.85M","-0.37%"
"06/04/2021","61,616.80","61,573.32","62,018.34","61,419.99","99.21M","0.07%"
"06/03/2021","61,573.32","62,786.67","62,786.67","61,385.49","118.39M","-1.93%"
"06/02/2021","62,786.67","62,698.90","63,064.85","62,645.53","108.96M","0.14%"
"06/01/2021","62,698.90","61,782.86","62,932.70","61,782.86","117.34M","1.48%"
"05/31/2021","61,782.86","61,345.49","61,930.85","61,343.95","66.01M","0.71%"
"05/28/2021","61,345.49","60,802.01","61,532.04","60,611.87","141.30M","0.89%"
"05/27/2021","60,802.01","60,093.24","60,810.52","59,944.93","224.67M","1.18%"
"05/26/2021","60,093.24","60,106.11","60,433.91","60,003.11","109.79M","-0.02%"
"05/25/2021","60,106.11","60,056.92","60,804.78","60,036.11","130.68M","0.08%"
"05/24/2021","60,056.92","60,210.00","60,488.53","59,955.62","92.31M","-0.25%"
"05/21/2021","60,210.00","60,068.05","60,723.80","60,048.79","104.34M","0.24%"
"05/20/2021","60,068.05","59,776.91","60,364.50","59,679.52","104.46M","0.49%"
"05/19/2021","59,776.91","61,189.94","61,193.04","59,641.82","116.64M","-2.31%"
"05/18/2021","61,189.94","61,193.22","61,956.22","60,981.37","108.20M","-0.01%"
"05/17/2021","61,193.22","60,573.37","61,335.03","60,573.37","97.65M","1.02%"
"05/14/2021","60,573.37","60,211.08","60,613.48","60,105.28","109.77M","0.60%"
"05/13/2021","60,211.08","61,529.14","61,536.22","59,489.29","145.00M","-2.14%"
"05/12/2021","61,529.14","61,320.37","62,512.64","61,320.37","93.80M","0.34%"
"05/11/2021","61,320.37","62,389.39","62,389.39","61,054.45","108.73M","-1.71%"
"05/10/2021","62,389.39","62,573.36","63,268.37","62,383.02","117.28M","-0.29%"
"05/07/2021","62,573.36","61,705.88","62,716.96","61,698.95","129.57M","1.41%"
"05/06/2021","61,705.88","61,536.47","61,796.78","61,165.06","139.93M","0.28%"
"05/05/2021","61,536.47","60,376.47","61,598.40","60,376.47","126.43M","1.92%"
"05/04/2021","60,376.47","60,769.69","61,379.53","60,184.29","109.86M","-0.65%"
"05/03/2021","60,769.69","61,096.37","61,281.26","60,489.68","91.39M","-0.53%"
"04/30/2021","61,096.37","61,508.38","61,556.30","60,818.05","183.55M","-0.67%"
"04/29/2021","61,508.38","61,838.56","62,286.20","61,460.62","116.27M","-0.53%"
"04/28/2021","61,838.56","61,716.82","62,103.72","61,485.69","105.70M","0.20%"
"04/26/2021","61,716.82","61,478.76","61,753.53","61,396.19","72.26M","0.39%"
"04/23/2021","61,478.76","61,182.94","61,504.23","61,011.63","94.72M","0.48%"
"04/22/2021","61,182.94","61,399.26","61,647.95","60,988.78","92.35M","-0.35%"
"04/21/2021","61,399.26","61,116.77","61,500.43","60,702.12","110.56M","0.46%"
"04/20/2021","61,116.77","62,325.85","62,355.07","61,060.95","112.16M","-1.94%"
"04/19/2021","62,325.85","62,898.13","63,008.60","62,317.60","82.77M","-0.91%"
"04/16/2021","62,898.13","62,080.02","62,961.07","62,034.91","115.08M","1.32%"
"04/15/2021","62,080.02","62,084.39","62,381.08","61,935.09","119.06M","-0.01%"
"04/14/2021","62,084.39","61,382.99","62,163.22","61,361.36","144.02M","1.14%"
"04/13/2021","61,382.99","60,672.56","61,479.06","60,601.19","113.22M","1.17%"
"04/12/2021","60,672.56","61,458.47","61,459.62","60,527.52","103.88M","-1.28%"
"04/09/2021","61,458.47","61,303.19","61,534.09","61,130.92","86.07M","0.25%"
"04/08/2021","61,303.19","61,409.52","62,242.46","61,199.12","113.46M","-0.17%"
"04/07/2021","61,409.52","62,372.24","62,477.29","61,293.69","129.05M","-1.54%"
"04/06/2021","62,372.24","61,590.24","62,402.77","61,590.24","86.35M","1.27%"
"04/01/2021","61,590.24","60,881.15","61,890.23","60,847.03","143.39M","1.16%"
"03/31/2021","60,881.15","61,589.91","61,647.40","60,767.19","121.31M","-1.15%"
"03/30/2021","61,589.91","61,443.90","61,698.98","61,097.16","122.69M","0.24%"
"03/29/2021","61,443.90","61,244.27","61,765.72","60,978.36","117.33M","0.33%"
"03/26/2021","61,244.27","59,278.89","61,288.26","59,278.89","128.59M","3.32%"
"03/25/2021","59,278.89","59,768.81","59,896.72","58,979.72","146.31M","-0.82%"
"03/24/2021","59,768.81","59,793.26","59,948.33","58,803.68","138.42M","-0.04%"
"03/23/2021","59,793.26","60,313.40","60,329.84","59,656.91","169.56M","-0.86%"
"03/19/2021","60,313.40","61,050.33","61,062.30","59,984.71","245.76M","-1.21%"
"03/18/2021","61,050.33","60,810.17","61,795.87","60,810.17","339.53M","0.39%"
"03/17/2021","60,810.17","61,623.63","61,729.51","60,561.08","137.73M","-1.32%"
"03/16/2021","61,623.63","61,921.05","62,172.69","61,370.61","136.55M","-0.48%"
"03/15/2021","61,921.05","62,587.78","62,590.50","61,899.61","132.93M","-1.07%"
"03/12/2021","62,587.78","63,187.54","63,187.54","62,078.22","145.71M","-0.95%"
"03/11/2021","63,187.54","62,886.16","63,333.00","62,806.96","132.14M","0.48%"
"03/10/2021","62,886.16","63,098.33","63,110.89","62,414.68","116.35M","-0.34%"
"03/09/2021","63,098.33","62,910.60","63,489.64","62,480.42","136.52M","0.30%"
"03/08/2021","62,910.60","62,788.64","62,997.89","62,398.06","131.90M","0.19%"
"03/05/2021","62,788.64","62,250.03","62,984.58","62,038.74","102.05M","0.87%"
"03/04/2021","62,250.03","62,861.62","62,947.73","62,118.77","115.99M","-0.97%"
"03/03/2021","62,861.62","63,104.70","63,969.70","62,734.95","104.86M","-0.39%"
"03/02/2021","63,104.70","62,107.04","63,134.93","61,843.53","112.98M","1.61%"
"03/01/2021","62,107.04","60,754.30","62,410.85","60,754.30","106.79M","2.23%"
"02/26/2021","60,754.30","62,063.35","62,063.35","60,437.67","255.11M","-2.11%"
"02/25/2021","62,063.35","60,747.41","62,156.31","60,747.41","145.92M","2.17%"
"02/24/2021","60,747.41","60,493.97","61,468.77","60,268.08","130.63M","0.42%"
"02/23/2021","60,493.97","61,903.64","62,240.78","60,319.92","122.83M","-2.28%"
"02/22/2021","61,903.64","62,105.24","62,192.92","61,683.48","110.45M","-0.32%"
"02/19/2021","62,105.24","61,206.58","62,125.96","60,873.58","133.10M","1.47%"
"02/18/2021","61,206.58","61,738.47","61,782.49","61,134.83","157.98M","-0.86%"
"02/17/2021","61,738.47","61,775.45","62,176.77","61,669.72","128.12M","-0.06%"
"02/16/2021","61,775.45","61,674.76","62,271.19","61,521.35","120.29M","0.16%"
"02/15/2021","61,674.76","60,673.94","61,674.76","60,673.94","102.95M","1.65%"
"02/12/2021","60,673.94","60,420.45","60,788.82","59,967.62","120.25M","0.42%"
"02/11/2021","60,420.45","60,637.70","60,726.70","60,163.63","123.82M","-0.36%"
"02/10/2021","60,637.70","59,663.77","60,637.70","59,663.34","180.10M","1.63%"
"02/09/2021","59,663.77","59,647.94","59,852.73","59,471.71","142.46M","0.03%"
"02/08/2021","59,647.94","58,877.36","59,880.17","58,877.36","142.60M","1.31%"
"02/05/2021","58,877.36","58,493.74","59,156.24","58,492.80","171.95M","0.66%"
"02/04/2021","58,493.74","57,828.55","58,605.91","57,798.77","153.05M","1.15%"
"02/03/2021","57,828.55","57,585.13","58,119.93","57,585.13","122.06M","0.42%"
"02/02/2021","57,585.13","57,670.40","58,290.89","57,461.41","133.76M","-0.15%"
"02/01/2021","57,670.40","57,312.45","58,248.45","57,312.45","112.59M","0.62%"
"01/29/2021","57,312.45","58,084.46","58,164.96","57,161.08","208.05M","-1.33%"
"01/28/2021","58,084.46","57,644.44","58,200.08","57,202.91","111.06M","0.76%"
"01/27/2021","57,644.44","58,720.55","58,761.60","57,513.33","164.30M","-1.83%"
"01/26/2021","58,720.55","59,408.05","59,457.32","58,621.01","134.67M","-1.16%"
"01/25/2021","59,408.05","58,886.26","60,264.43","58,886.26","141.01M","0.89%"
"01/22/2021","58,886.26","58,969.37","59,226.72","58,689.04","111.58M","-0.14%"
"01/21/2021","58,969.37","58,857.76","59,255.11","58,854.06","126.42M","0.19%"
"01/20/2021","58,857.76","58,358.85","59,187.90","58,358.85","113.86M","0.85%"
"01/19/2021","58,358.85","58,548.17","58,830.21","58,297.65","106.40M","-0.32%"
"01/18/2021","58,548.17","58,446.35","58,674.91","58,330.64","83.06M","0.17%"
"01/15/2021","58,446.35","58,735.95","59,001.81","58,446.35","100.84M","-0.49%"
"01/14/2021","58,735.95","58,337.66","58,912.50","58,329.78","103.30M","0.68%"
"01/13/2021","58,337.66","58,492.92","58,843.92","58,319.56","140.68M","-0.27%"
"01/12/2021","58,492.92","58,717.77","58,936.26","58,330.63","118.90M","-0.38%"
"01/11/2021","58,717.77","58,423.34","58,927.79","58,295.01","109.73M","0.50%"
"01/08/2021","58,423.34","58,006.23","58,814.33","58,004.84","129.46M","0.72%"
"01/07/2021","58,006.23","56,877.60","58,006.24","56,697.25","109.10M","1.98%"
"01/06/2021","56,877.60","55,976.32","56,988.85","55,976.32","78.01M","1.61%"
"01/05/2021","55,976.32","55,438.07","56,138.55","55,368.84","123.69M","0.97%"
"01/04/2021","55,438.07","54,379.58","55,438.07","54,379.58","77.14M","1.95%"
